English,hi,bn,te,mr,ta,gu,kn,ml,pa,or,as,ur,sa,ne,kok,mai,doi,bodo,sd,ks,mni,sat
Rate each activity — your disability index updates live.,प्रत्येक गतिविधि को रेट करें — आपका विकलांगता सूचकांक लाइव अपडेट होता है।,প্রতিটি কার্যকলাপ রেট করুন — আপনার অক্ষমতা সূচক সরাসরি আপডেট হয়।,ప్రతి కార్యకలాపాన్ని రేట్ చేయండి — మీ వైకల్య సూచిక ప్రత్యక్షంగా నవీకరించబడుతుంది.,प्रत्येक क्रियेला गुण द्या — तुमचा अपंगत्व निर्देशांक लगेच अद्यतनित होतो.,ஒவ்வொரு செயல்பாட்டையும் மதிப்பிடுங்கள் — உங்கள் இயலாமை குறியீடு நேரலையில் புதுப்பிக்கப்படும்.,દરેક પ્રવૃત્તિને રેટ કરો — તમારો અપંગતા આંક જીવંત રીતે અપડેટ થાય છે.,ಪ್ರತಿ ಚಟುವಟಿಕೆಯನ್ನು ರೇಟ್ ಮಾಡಿ — ನಿಮ್ಮ ಅಂಗವೈಕಲ್ಯ ಸೂಚ್ಯಂಕ ತಕ್ಷಣ ನವೀಕರಿಸುತ್ತದೆ.,ഓരോ പ്രവർത്തനവും റേറ്റ് ചെയ്യുക — നിങ്ങളുടെ വൈകല്യ സൂചിക തത്സമയം പുതുക്കുന്നു.,ਹਰ ਗਤੀਵਿਧੀ ਨੂੰ ਦਰਜਾ ਦਿਓ — ਤੁਹਾਡਾ ਅਪੰਗਤਾ ਸੂਚਕ ਅੰਕ ਸਿੱਧਾ ਅੱਪਡੇਟ ਹੁੰਦਾ ਹੈ।,ପ୍ରତ୍ୟେକ କାର୍ଯ୍ୟକୁ ମୂଲ୍ୟାୟନ କରନ୍ତୁ — ଆପଣଙ୍କ ଅକ୍ଷମତା ସୂଚକାଙ୍କ ଲାଇଭ୍ ଅପଡେଟ୍ ହୁଏ।,প্ৰতিটো কাৰ্যকলাপ মূল্যায়ন কৰক — আপোনাৰ অক্ষমতা সূচী লাইভ আপডেট হয়।,ہر سرگرمی کی درجہ بندی کریں — آپ کا معذوری انڈیکس فوری اپ ڈیٹ ہوتا ہے۔,प्रत्येकं क्रियां निर्धारयतु — तव विकलाङ्गतासूचकः सद्यः नवीक्रियते।,प्रत्येक गतिविधिलाई मूल्यांकन गर्नुहोस् — तपाईंको अशक्तता सूचकांक तुरुन्तै अद्यावधिक हुन्छ।,दरेक कामाक गुण दियात — तुमचो disability index live अपडेट जाता.,प्रत्येक गतिविधिकेँ रेट करू — अहाँक विकलांगता सूचकांक सजीव अपडेट होइत अछि।,हर कम्म गी आंको — तुंदा विकलांगता सूचकांक लाइव अपडेट होंदा ऐ।,,هر سرگرمي کي درجو ڏيو — توهان جو معذوري انڊيڪس جيئرو اپڊيٽ ٿئي ٿو.,ہر کٲم کٔریو ریٹ — توہنٛد معذوری اِنڈیکس لائیو اپڈیٹ گژھان,থবক খুদিং রেত তৌউ — নহাক্কী ডিসেবিলিটি ইনদেক্স লাইভ ওইনা অনৌবা ওইরক্কনি।,ᱢᱤᱫ ᱢᱤᱫ ᱠᱟᱹᱢᱤ ᱨᱮᱴᱤᱝ ᱢᱮ — ᱟᱢᱟᱜ disability index live update ᱦᱩᱭᱩᱜ-ᱟ᱾
Recent major trauma,हाल ही में गंभीर चोट,সাম্প্রতিক বড় আঘাত,ఇటీవలి తీవ్రమైన గాయం,अलीकडील मोठा अपघात,சமீபத்திய பெரிய காயம்,તાજેતરની ગંભીર ઈજા,ಇತ್ತೀಚಿನ ಗಂಭೀರ ಆಘಾತ,അടുത്തിടെയുണ്ടായ ഗുരുതര പരിക്ക്,ਹਾਲ ਹੀ ਵਿੱਚ ਵੱਡੀ ਸੱਟ,ସମ୍ପ୍ରତି ଗୁରୁତର ଆଘାତ,শেহতীয়া গুৰুতৰ আঘাত,حالیہ بڑا حادثہ,अधुनातनं महदाघातम्,भर्खरैको ठूलो चोट,,हालक बड़ आघात,हालिया बड्डी चोट,,تازو وڏو حادثو,حالہٕ آمُت بوڈ زخم,,ᱱᱟᱦᱟᱜ ᱢᱟᱨᱟᱝ trauma
Recommended next step,अनुशंसित अगला कदम,প্রস্তাবিত পরবর্তী ধাপ,సిఫార్సు చేయబడిన తదుపరి దశ,शिफारस केलेले पुढचे पाऊल,பரிந்துரைக்கப்பட்ட அடுத்த படி,ભલામણ કરેલ આગળનું પગલું,ಶಿಫಾರಸು ಮಾಡಲಾದ ಮುಂದಿನ ಹಂತ,ശുപാർശ ചെയ്ത അടുത്ത ഘട്ടം,ਸਿਫ਼ਾਰਸ਼ ਕੀਤਾ ਅਗਲਾ ਕਦਮ,ସୁପାରିଶ କରାଯାଇଥିବା ପରବର୍ତ୍ତୀ ସୋପାନ,পৰামৰ্শিত পৰৱৰ্তী পদক্ষেপ,تجویز کردہ اگلا قدم,अनुशंसितम् अग्रिमसोपानम्,सिफारिस गरिएको अर्को चरण,शिफारस केल्लें फुडलें पावल,अनुशंसित अगिला चरण,सिफारिश कीता अगला चरण,गोसारनाय उननि स्टेप,سفارش ڪيل ايندڙ قدم,سفارش کرنہٕ آمُت پتیم قدم,,ᱥᱟᱞᱟᱦᱟ ᱫᱷᱟᱯ ᱛᱟᱭᱚᱢ
Red flags,रेड फ्लैग,লাল সংকেত,ప్రమాద సంకేతాలు,धोक्याचे इशारे,எச்சரிக்கை அறிகுறிகள்,ચેતવણી-ચિહ્નો,ಕೆಂಪು ಗುರುತುಗಳು,അപായസൂചനകൾ,ਚੇਤਾਵਨੀ ਨਿਸ਼ਾਨੀਆਂ,ସତର୍କ ସଙ୍କେତ,ৰেড ফ্লেগ,خطرے کی علامات,रक्तध्वजचिह्नानि,रेड फ्ल्याग,रेड फ्लॅग,रेड फ्लैग,लाल झंडे,गोदै निसान,ڳاڙها نشان,ریٚڈ فلیگ,,
Replay clip,क्लिप फिर से चलाएँ,ক্লিপ পুনরায় চালান,క్లిప్‌ను మళ్లీ ప్లే చేయండి,क्लिप पुन्हा पहा,கிளிப்பை மீண்டும் இயக்கு,ક્લિપ ફરી ચલાવો,ಕ್ಲಿಪ್ ಮರುಪ್ಲೇ ಮಾಡಿ,ക്ലിപ്പ് വീണ്ടും കാണുക,ਕਲਿੱਪ ਮੁੜ ਚਲਾਓ,କ୍ଲିପ୍ ପୁନଃ ଚଲାନ୍ତୁ,ক্লিপ পুনৰ চাওক,کلپ دوبارہ چلائیں,दृश्यं पुनः चालयतु,क्लिप दोहोऱ्याउनुहोस्,,क्लिप फेरसँ चलाउ,क्लिप फिरी चलाओ,क्लिप फिन दिन्थि,ڪلپ ٻيهر هلايو,کلِپ دوبارٕ ہاویو,ক্লিপ অমুক হন্না য়েংউ,clip ᱫᱷᱟᱣ ᱯᱮ ᱧᱮᱞ
Research,रिसर्च,গবেষণা,పరిశోధన,संशोधन,ஆராய்ச்சி,સંશોધન,ಸಂಶೋಧನೆ,ഗവേഷണം,ਖੋਜ,ଅନୁସନ୍ଧାନ,গৱেষণা,تحقیق,अनुसन्धानम्,अनुसन्धान,,अनुसंधान,शोध,रिसार्स,تحقيق,تحقیٖق,,ᱯᱟᱱᱛᱮ
Reset app,ऐप रीसेट करें,অ্যাপ রিসেট করুন,యాప్‌ను రీసెట్ చేయండి,अ‍ॅप रीसेट करा,ஆப்பை மீட்டமை,એપ રીસેટ કરો,ಆ್ಯಪ್ ಅನ್ನು ಮರುಹೊಂದಿಸಿ,ആപ്പ് റീസെറ്റ് ചെയ്യുക,ਐਪ ਰੀਸੈੱਟ ਕਰੋ,ଆପ୍ ରିସେଟ୍ କରନ୍ତୁ,এপ ৰিছেট কৰক,ایپ ری سیٹ کریں,अनुप्रयोगं पुनःस्थापयतु,एप रिसेट गर्नुहोस्,ॲप परतून सेट करात,ऐप रीसेट करू,ऐप रीसेट करो,एप रिसेट,ايپ ري سيٽ ڪريو,ایپ ری سیٹ کریو,এপ অমুক হন্না শেমদোকউ,app reset
Retake assessment,आकलन फिर से लें,মূল্যায়ন পুনরায় করুন,అంచనాను మళ్లీ తీసుకోండి,मूल्यांकन पुन्हा करा,மதிப்பீட்டை மீண்டும் எடு,મૂલ્યાંકન ફરી લો,ಮೌಲ್ಯಮಾಪನವನ್ನು ಮರುಪಡೆಯಿರಿ,വിലയിരുത്തൽ വീണ്ടും ചെയ്യുക,ਜਾਂਚ ਦੁਬਾਰਾ ਕਰੋ,ମୂଲ୍ୟାଙ୍କନ ପୁନଃ କରନ୍ତୁ,মূল্যায়ন পুনৰ লওক,تشخیص دوبارہ کریں,मूल्यांकनं पुनः कुरुताम्,मूल्यांकन फेरि लिनुहोस्,तपासणी परतून करात,मूल्यांकन फेरसँ करू,आकलन फिरी करो,बिजिरनाय फिन ला,معائنو ٻيهر ڏيو,جانٛچ دوبارٕ کٔریو,অসেসমেন্ত অমুক হন্না লৌউ,ᱫᱚᱦᱲᱟ ᱧᱮᱞ
Rewards,इनाम,পুরস্কার,రివార్డులు,बक्षिसे,வெகுமதிகள்,ઇનામો,ಬಹುಮಾನಗಳು,റിവാർഡുകൾ,ਇਨਾਮ,ପୁରସ୍କାର,পুৰস্কাৰ,انعامات,पुरस्काराः,पुरस्कार,इनामां,इनाम,इनाम,बावसो,انعام,اِنعام,মনাসিং,
Rewards are illustrative for this prototype.,इस प्रोटोटाइप के लिए इनाम केवल उदाहरण हैं।,এই প্রোটোটাইপের জন্য পুরস্কার শুধু উদাহরণস্বরূপ।,ఈ ప్రోటోటైప్ కోసం రివార్డులు ఉదాహరణాత్మకం మాత్రమే.,या प्रोटोटाइपसाठी बक्षिसे केवळ उदाहरणादाखल आहेत.,இந்த முன்மாதிரிக்கு வெகுமதிகள் விளக்கத்திற்காக மட்டுமே.,આ પ્રોટોટાઇપ માટે ઇનામો ઉદાહરણરૂપ છે.,ಈ ಮೂಲಮಾದರಿಗಾಗಿ ಬಹುಮಾನಗಳು ಕೇವಲ ಉದಾಹರಣೆಯಾಗಿವೆ.,ഈ പ്രോട്ടോടൈപ്പിനായി റിവാർഡുകൾ ഉദാഹരണം മാത്രമാണ്.,ਇਸ ਪ੍ਰੋਟੋਟਾਈਪ ਲਈ ਇਨਾਮ ਸਿਰਫ਼ ਉਦਾਹਰਨ ਵਜੋਂ ਹਨ।,ଏହି ପ୍ରୋଟୋଟାଇପ୍ ପାଇଁ ପୁରସ୍କାରଗୁଡ଼ିକ କେବଳ ଉଦାହରଣସ୍ୱରୂପ।,এই প্ৰ'ট'টাইপৰ বাবে পুৰস্কাৰ উদাহৰণস্বৰূপ।,اس پروٹوٹائپ کے لیے انعامات صرف بطورِ مثال ہیں۔,अस्मिन् प्रतिरूपे पुरस्काराः उदाहरणार्थाः सन्ति।,यस प्रोटोटाइपका लागि पुरस्कारहरू उदाहरणात्मक हुन्।,ह्या प्रोटोटायपाखातीर इनामां फकत उदाहरणादाखल आसात.,ई प्रोटोटाइप लेल इनाम केवल उदाहरणस्वरूप अछि।,इस प्रोटोटाइप आस्तै इनाम सिर्फ उदाहरण न।,,انعام هن نموني لاءِ صرف مثال طور آهن.,یہِ پروٹوٹائپ خٲطرٕ اِنعام صرف مِثالی چھِ,মনাসিং অসি প্রোটোটাইপ অসিগীদমক উৎনবখক্তনি।,ᱱᱚᱶᱟ prototype ᱞᱟᱹᱜᱤᱫ rewards ᱫᱚ ᱫᱟᱨᱥᱟᱣ ᱜᱮ᱾
SEVERE / HIGH RISK,गंभीर / उच्च जोखिम,তীব্র / উচ্চ ঝুঁকি,తీవ్రం / అధిక ప్రమాదం,गंभीर / उच्च धोका,கடுமையான / அதிக ஆபத்து,ગંભીર / ઊંચું જોખમ,ತೀವ್ರ / ಹೆಚ್ಚಿನ ಅಪಾಯ,കഠിനം / ഉയർന്ന അപകടസാധ്യത,ਗੰਭੀਰ / ਉੱਚ ਜੋਖਮ,ତୀବ୍ର / ଉଚ୍ଚ ବିପଦ (SEVERE / HIGH RISK),গুৰুতৰ / উচ্চ বিপদ,شدید / زیادہ خطرہ,तीव्रम् / उच्चजोखिमः,गम्भीर / उच्च जोखिम,,गंभीर / उच्च जोखिम,,,شديد / وڏو خطرو,,,
Safety,सुरक्षा,নিরাপত্তা,భద్రత,सुरक्षा,பாதுகாப்பு,સલામતી,ಸುರಕ್ಷತೆ,സുരക്ഷ,ਸੁਰੱਖਿਆ,ସୁରକ୍ଷା,সুৰক্ষা,حفاظت,सुरक्षा,सुरक्षा,सुरक्षा,सुरक्षा,सुरक्षा,रैखाथि,حفاظت,حِفاظت,ঙাকথোকপা,ᱨᱩᱠᱷᱤᱭᱟ
